@relation hmpdm_lstm

@attribute HU_1 numeric
@attribute HU_2 numeric
@attribute HU_3 numeric
@attribute HU_4 numeric
@attribute HU_5 numeric
@attribute HU_6 numeric
@attribute HU_7 numeric
@attribute HU_8 numeric
@attribute HU_9 numeric
@attribute HU_10 numeric
@attribute HU_11 numeric
@attribute HU_12 numeric
@attribute HU_13 numeric
@attribute HU_14 numeric
@attribute HU_15 numeric
@attribute HU_16 numeric
@attribute HU_17 numeric
@attribute HU_18 numeric
@attribute HU_19 numeric
@attribute HU_20 numeric
@attribute HU_21 numeric
@attribute HU_22 numeric
@attribute HU_23 numeric
@attribute HU_24 numeric
@attribute HU_25 numeric
@attribute HU_26 numeric
@attribute HU_27 numeric
@attribute HU_28 numeric
@attribute HU_29 numeric
@attribute HU_30 numeric
@attribute HU_31 numeric
@attribute HU_32 numeric
@attribute HU_33 numeric
@attribute HU_34 numeric
@attribute HU_35 numeric
@attribute HU_36 numeric
@attribute HU_37 numeric
@attribute HU_38 numeric
@attribute HU_39 numeric
@attribute HU_40 numeric
@attribute HU_41 numeric
@attribute HU_42 numeric
@attribute HU_43 numeric
@attribute HU_44 numeric
@attribute HU_45 numeric
@attribute HU_46 numeric
@attribute HU_47 numeric
@attribute HU_48 numeric
@attribute HU_49 numeric
@attribute HU_50 numeric
@attribute Class {Deceptive,Truthful}

@data
0.2196,0.0870,0.0066,0.3251,-0.1529,-0.1885,0.3699,-0.1827,0.3181,0.2861,-0.2903,-0.2184,0.1541,0.1942,0.3114,-0.2119,0.2813,0.1606,-0.4585,0.3535,0.0184,-0.0546,-0.5185,0.1820,0.1489,0.0335,0.2096,-0.1270,0.4194,0.3857,0.2803,0.1420,-0.0164,-0.3525,0.0453,0.2000,0.1415,0.4054,-0.0546,-0.3615,-0.3984,-0.2164,0.3852,-0.4419,0.0758,-0.0147,0.1093,0.1824,0.3053,-0.2426,Deceptive
0.0394,0.5061,0.1099,0.3212,-0.4391,-0.2581,0.6666,-0.2586,0.2189,0.4063,-0.5072,0.3793,-0.1684,0.0503,0.5620,-0.4517,0.5183,-0.1001,-0.3721,0.1149,-0.0270,0.0338,-0.2912,0.5125,0.6414,-0.1513,0.0210,-0.0392,0.5621,0.0304,0.5701,0.2568,-0.4171,-0.3389,0.0611,0.5257,0.1544,0.3613,-0.3769,-0.5658,-0.6258,-0.4886,0.5171,-0.6206,0.5265,-0.2468,-0.2049,-0.0327,0.1676,-0.1142,Deceptive
-0.0899,0.1037,0.0429,0.2982,-0.0606,0.0628,0.1355,-0.2076,0.3899,-0.0704,-0.1015,0.1141,0.2451,0.3154,0.3142,-0.3373,0.2331,-0.0449,-0.2690,0.3744,-0.0897,0.1271,-0.4656,0.4611,0.3043,-0.0480,-0.0229,0.0631,0.3324,0.2772,0.5144,0.0291,-0.0475,-0.4750,0.2524,0.2346,0.0031,0.1474,-0.1664,-0.3826,-0.0962,-0.3333,0.2465,-0.3348,0.0265,-0.0760,-0.2330,0.0833,-0.0136,-0.2309,Deceptive
0.2312,0.2315,-0.2336,0.4477,0.0541,-0.1311,0.6928,-0.5786,0.5871,0.2832,-0.5504,0.6370,0.3400,0.3981,0.5924,-0.4832,0.5218,-0.0664,-0.5338,0.2007,-0.1958,0.3468,-0.3639,0.7278,0.6609,-0.2775,0.0590,0.3682,0.5607,0.4489,0.6844,0.1118,-0.4472,-0.4340,0.1616,0.6823,0.5592,0.5177,-0.2870,-0.6131,-0.7101,-0.6272,0.4802,-0.6300,0.6093,0.2498,-0.1281,0.1189,0.1253,-0.3897,Deceptive
0.1701,0.0624,-0.3434,0.0992,-0.1774,0.1690,0.2981,-0.4058,0.1407,0.2583,-0.4970,0.2572,0.3545,0.4014,0.3507,-0.3595,-0.0524,0.1237,-0.1973,0.1993,-0.2839,0.2557,-0.1759,0.1667,0.1182,-0.0217,0.1009,0.2312,0.1498,0.2852,0.2913,-0.0112,-0.2542,-0.3589,-0.2281,0.1077,0.2138,0.3486,0.0168,-0.3587,-0.2565,-0.3876,0.0355,-0.3769,0.3628,-0.2480,-0.0247,0.1022,0.0522,-0.1842,Deceptive
0.1734,0.2163,-0.0760,0.3154,-0.1941,-0.0432,0.5725,-0.4884,0.4230,0.2717,-0.5025,0.4210,0.3525,0.3906,0.6018,-0.4807,0.4254,-0.0077,-0.4914,0.2619,-0.2459,0.2438,-0.4250,0.4728,0.5819,-0.2996,-0.1696,0.1066,0.5374,0.3954,0.5974,0.1471,-0.3119,-0.5056,0.0220,0.5420,0.3516,0.4796,-0.1009,-0.5944,-0.5637,-0.5095,0.4376,-0.5863,0.5525,-0.1798,-0.0318,0.1916,0.1550,-0.3163,Deceptive
0.1647,0.0953,0.0620,0.4163,-0.0353,-0.2406,0.4737,-0.1500,0.1564,0.3189,-0.3589,0.2785,0.0904,0.1442,0.3714,-0.3635,0.3281,-0.0415,-0.4367,0.4672,-0.1011,0.0728,-0.4584,0.3381,0.4863,-0.0483,-0.0044,-0.0484,0.5221,0.3422,0.5140,0.1314,-0.1578,-0.3551,0.2126,0.5521,0.1779,0.3929,-0.1726,-0.3959,-0.5126,-0.4618,0.4029,-0.5239,0.1976,-0.0285,-0.0827,0.1092,0.0804,-0.0948,Deceptive
-0.0681,-0.1432,-0.1776,0.1925,0.2069,0.0083,0.2628,-0.3487,-0.0035,-0.0308,-0.2772,0.2136,0.1161,0.1191,0.3617,-0.1966,0.3144,0.0394,-0.0758,0.2465,-0.2967,0.1440,-0.1552,0.3864,0.2372,-0.0751,-0.1201,0.2407,0.1220,0.2060,0.5082,0.1352,0.1202,-0.2923,0.2837,0.5174,0.2055,0.2665,-0.0319,-0.1822,-0.1154,-0.4603,0.0222,-0.3894,0.0867,-0.0249,-0.1618,0.0238,0.0418,-0.1641,Deceptive
0.1508,0.4952,0.2523,0.2533,-0.1309,0.1100,0.6459,-0.3401,0.2010,0.4518,-0.6449,0.5986,0.0651,-0.0054,0.3868,-0.5418,0.4052,-0.1111,-0.3301,-0.0771,0.0454,0.0650,-0.3373,0.6176,0.6456,-0.1381,0.1964,0.3846,0.5665,-0.1935,0.5510,0.2115,-0.5216,-0.1672,0.0221,0.6486,0.5583,0.3143,-0.4956,-0.3974,-0.5728,-0.5165,0.4823,-0.4322,0.5939,-0.3787,-0.1665,0.0446,0.2441,-0.2187,Deceptive
0.2746,0.0532,-0.1688,0.1004,-0.0296,-0.0804,0.4597,-0.4431,0.3223,0.2268,-0.4472,0.4748,0.3037,0.3976,0.3985,-0.4280,0.4447,-0.0718,-0.3854,-0.0625,-0.2775,0.2695,-0.0910,0.4427,0.5219,-0.2899,-0.0967,0.2654,0.2642,0.1625,0.3025,0.1689,-0.3830,-0.1151,-0.0514,0.4544,0.4797,0.4621,-0.1047,-0.5629,-0.5577,-0.5193,0.3876,-0.5689,0.4674,-0.1480,0.0825,0.1877,0.2722,-0.2788,Deceptive
-0.0019,0.1546,-0.1335,0.1306,-0.1902,-0.0182,0.4431,-0.2322,0.0720,0.2998,-0.5104,0.2091,0.3040,0.1767,0.4008,-0.4081,0.2446,-0.0646,-0.3176,0.1922,-0.2465,0.2712,-0.1732,0.5584,0.4395,-0.1103,-0.0676,0.2903,0.1595,0.1769,0.5995,0.1563,-0.3687,-0.2348,0.0999,0.5441,0.3892,0.4106,-0.1137,-0.4776,-0.4737,-0.5047,0.2141,-0.1081,0.4541,-0.0987,-0.1029,0.1062,-0.0488,-0.2424,Deceptive
-0.1612,0.3920,0.1262,-0.1918,-0.3334,-0.2305,-0.0863,0.2050,-0.3086,-0.0685,-0.0898,-0.2339,-0.1613,-0.1315,-0.0379,0.0159,-0.1598,0.0488,0.1862,-0.1662,0.1309,-0.3340,0.1895,-0.1732,-0.2074,0.2028,0.0785,-0.1223,-0.2250,-0.1268,-0.0080,0.1486,0.3658,-0.0357,-0.0155,-0.1566,-0.1433,0.0543,-0.1010,0.1640,-0.0135,-0.0215,-0.3278,-0.1654,-0.0221,0.0022,-0.2095,0.0744,-0.0498,0.1155,Truthful
-0.6405,0.4522,0.0507,-0.2136,-0.4165,-0.2326,0.0770,0.0852,-0.4357,-0.4736,0.1351,-0.1783,-0.5645,-0.5973,0.1660,0.3462,-0.0540,-0.3470,0.3773,-0.5738,-0.0106,-0.6503,0.4483,-0.2400,-0.2358,0.4236,-0.0828,-0.3966,-0.4081,-0.0784,0.0464,0.3063,0.6106,-0.1182,0.3537,-0.4296,-0.1864,0.3081,0.0172,0.0450,0.0171,-0.1536,-0.5997,0.2807,-0.1394,0.1656,-0.4272,-0.3588,-0.6613,0.3801,Truthful
-0.5335,0.3919,0.1000,-0.2469,-0.1343,0.1144,-0.2006,0.2516,-0.4335,-0.4893,0.3213,0.0011,-0.5396,-0.4306,-0.1556,0.4128,-0.2579,-0.2565,0.3919,-0.3653,0.1287,-0.5844,0.3365,-0.1876,-0.1887,0.2743,0.0231,-0.1104,-0.4083,-0.3909,-0.2014,-0.0632,0.3314,0.1997,-0.1836,-0.2709,-0.0239,-0.1076,0.1457,0.3424,0.1235,-0.0034,-0.4549,0.2794,-0.1919,0.0587,-0.1579,-0.5827,-0.5598,0.4376,Truthful
-0.5393,0.0372,-0.0538,-0.1083,-0.1689,0.3447,-0.1911,0.2179,0.0149,-0.4663,0.2527,-0.0143,-0.4600,-0.5257,-0.1044,0.5229,-0.0070,0.2321,0.3323,-0.2434,-0.0423,-0.6273,0.1497,-0.0230,-0.2762,0.2026,0.1302,-0.3503,-0.2286,-0.4318,-0.2782,-0.3267,0.3317,0.1621,0.2037,-0.2536,0.1727,-0.1383,0.1585,0.3101,0.2208,0.1988,-0.4589,0.2657,-0.2026,-0.0624,-0.2517,-0.4367,-0.3111,0.4901,Truthful
0.0767,-0.0557,0.0121,0.0079,0.0984,0.1489,-0.3463,0.3209,0.1809,-0.2803,0.2925,0.1243,0.1257,0.1512,-0.1911,-0.1303,-0.0477,0.0914,-0.0007,-0.0556,0.1004,-0.1041,-0.0172,-0.0085,-0.0596,0.0577,0.1610,0.0145,-0.1538,-0.1322,-0.1063,-0.0870,0.0586,0.2260,0.1562,-0.0502,0.0133,-0.3900,0.0084,0.1614,0.2037,0.1327,0.0405,0.1786,-0.1313,0.1974,0.0211,-0.2482,-0.0775,-0.0684,Truthful
-0.2403,-0.1765,-0.0037,-0.0956,0.0168,0.0927,0.0020,-0.1753,-0.1160,-0.2738,0.1608,-0.0084,-0.2450,-0.0914,0.1263,0.4760,0.1554,-0.0416,0.0845,-0.1920,-0.3308,-0.3303,0.0319,0.0551,-0.1556,-0.0407,-0.2639,-0.4029,-0.1372,-0.1748,-0.1716,-0.0607,-0.0389,-0.0489,0.0815,-0.1617,-0.0221,0.1507,0.1321,-0.0903,0.1927,0.1355,-0.2666,0.0899,-0.3056,-0.1606,0.0545,0.0302,-0.1733,0.3547,Truthful
-0.4997,0.2216,-0.0618,-0.0276,-0.2341,0.1770,-0.0623,0.1060,-0.1893,-0.3212,0.1237,-0.3065,-0.4064,-0.5294,0.0953,0.3544,-0.0742,-0.0195,0.1689,-0.3231,-0.0943,-0.5672,0.0315,-0.2045,-0.3531,0.3166,-0.0255,-0.3816,-0.0235,0.0968,-0.3024,-0.2078,0.5006,-0.1769,0.1515,-0.3662,-0.2826,-0.0735,0.1529,0.1220,0.3174,0.2984,-0.3840,0.1263,-0.4052,-0.0978,-0.3264,-0.0082,-0.3686,0.3333,Truthful
-0.1422,0.4248,0.1268,-0.1847,-0.2218,-0.0280,-0.2808,0.3489,-0.2286,-0.2471,0.2719,-0.1012,-0.3245,0.0748,-0.2079,-0.0177,-0.1818,0.0381,0.2598,-0.2897,0.3112,-0.4460,0.1619,-0.1662,-0.2622,0.3246,0.2382,-0.1372,-0.2824,-0.3053,-0.0639,0.0815,0.2832,0.0706,-0.0951,-0.2503,-0.2609,-0.2231,-0.1391,0.2561,0.0799,0.1035,-0.1405,0.1409,-0.1940,0.1501,0.0259,-0.3808,-0.2788,-0.0987,Truthful
-0.4537,-0.0795,-0.1056,-0.0714,0.0433,0.0875,-0.3990,0.2044,0.0459,-0.4356,0.3338,-0.0831,-0.0221,-0.0853,0.0672,0.4100,0.1419,-0.1601,0.1260,-0.3849,-0.2920,-0.3262,0.3886,-0.1597,-0.1758,0.0941,-0.2828,-0.3637,-0.3261,-0.0983,-0.3358,0.0990,0.4127,-0.0750,0.4793,-0.2985,-0.0708,-0.3152,0.1565,0.2782,0.3770,0.0490,-0.1661,0.2595,-0.3856,0.2396,0.0488,-0.3460,-0.5239,0.3977,Truthful
-0.5533,-0.1827,-0.0814,-0.1406,0.1258,0.3086,-0.2579,0.2504,-0.1216,-0.4935,0.3445,-0.1535,-0.3042,-0.4154,-0.0322,0.4627,-0.1683,-0.1905,0.2972,-0.3540,-0.2155,-0.5107,0.1478,-0.1717,-0.3009,0.1978,-0.2495,-0.4196,-0.2674,-0.2073,-0.2881,-0.3773,0.4145,0.0618,0.3238,-0.2623,-0.1791,-0.3485,0.2834,0.2423,0.3805,0.3043,-0.4169,0.2844,-0.4473,-0.0208,-0.2855,-0.2069,-0.3899,0.4215,Truthful
-0.5978,0.2239,0.2081,-0.2336,-0.1335,0.0560,-0.1575,0.2957,-0.3966,-0.4775,0.2952,-0.0945,-0.5011,-0.4688,-0.0722,0.4613,-0.2071,-0.4359,0.3438,-0.4071,0.0468,-0.5040,0.3387,-0.1153,-0.2397,0.1777,-0.1030,-0.3699,-0.3755,-0.3615,-0.2148,0.0341,0.4202,0.1130,0.1251,-0.3060,-0.1866,-0.0776,0.0473,0.2885,0.2094,0.0734,-0.4820,0.2567,-0.3254,0.0552,-0.3037,-0.4884,-0.5167,0.4212,Truthful
-0.4479,-0.1993,-0.0770,-0.0853,0.2844,0.0250,-0.0987,-0.0158,0.0153,-0.3455,0.1620,-0.0264,0.0342,-0.2215,-0.0320,0.2932,-0.0065,-0.0912,0.1027,0.0367,-0.1742,-0.1386,0.3606,-0.0505,-0.0771,0.1268,-0.1825,0.0116,-0.2657,-0.0660,-0.0919,-0.1238,0.1083,0.1383,0.2562,-0.2195,0.1263,0.2027,0.1752,-0.1226,0.1199,-0.0718,-0.2753,0.3251,-0.2078,0.1745,-0.0854,-0.0867,-0.2623,0.0946,Truthful
-0.6673,0.3538,0.2060,-0.3524,-0.1844,-0.0961,-0.4131,0.4746,-0.4150,-0.5890,0.3501,-0.1976,-0.5947,-0.6371,-0.2714,0.4482,-0.1739,-0.5272,0.5333,-0.6490,0.2218,-0.7079,0.4803,-0.2372,-0.4567,0.4362,0.0193,-0.4974,-0.4650,-0.4364,-0.2300,0.2178,0.5989,0.0820,0.3722,-0.3747,-0.3191,-0.4176,-0.0500,0.3574,0.2442,0.1049,-0.5242,0.2710,-0.3931,0.3273,-0.4536,-0.6335,-0.6493,0.4956,Truthful
-0.4986,-0.2751,-0.3842,-0.0246,0.2633,0.3213,-0.2137,-0.2960,0.1443,-0.4369,0.2128,0.2578,-0.2123,-0.3795,0.1043,0.5737,0.3437,0.1189,0.3474,-0.3757,-0.4222,-0.2764,0.0612,0.0449,-0.0521,-0.0650,-0.3803,-0.2521,-0.1110,-0.2205,-0.2318,-0.0999,0.1236,0.0459,0.3224,0.1717,0.2300,-0.2237,0.2158,0.3481,0.2385,-0.1017,-0.3597,0.1962,-0.1886,-0.0917,0.0498,-0.4951,-0.3752,0.6031,Truthful
-0.5503,-0.0179,0.2284,-0.2822,-0.1846,0.0604,-0.2628,0.4096,-0.3264,-0.2130,0.3113,-0.2308,-0.3285,-0.2825,-0.2481,0.3411,-0.2378,-0.4864,0.2616,-0.4331,0.0105,-0.4565,0.3762,-0.2410,-0.4214,0.2293,-0.1194,-0.3607,-0.3941,-0.3482,-0.2414,0.1884,0.4193,0.1967,-0.0108,-0.2985,-0.3006,-0.2981,0.0804,0.2102,0.2358,0.1610,-0.3506,0.2666,-0.3885,0.3497,-0.3216,-0.4103,-0.3749,0.1964,Truthful
-0.6034,-0.0702,0.0523,-0.0807,0.2099,0.2204,-0.2476,0.3367,-0.3130,-0.5402,0.4389,-0.0615,-0.5463,-0.5562,-0.1633,0.5234,-0.1633,-0.1860,0.4694,-0.4862,-0.0006,-0.6665,0.1904,-0.2263,-0.2983,0.3347,0.1783,-0.2791,-0.3109,-0.3850,-0.1623,-0.2310,0.5016,0.0488,0.1816,-0.2418,-0.1968,-0.3398,0.2196,0.3429,0.2162,0.0479,-0.3841,0.2751,-0.3765,0.0973,-0.2164,-0.5735,-0.5506,0.4556,Truthful
-0.3380,-0.1493,-0.0821,0.0636,0.0544,0.2947,-0.2337,0.0247,-0.0298,-0.3591,0.2286,-0.2315,-0.2722,-0.3846,0.0791,0.4008,-0.1018,0.4347,0.0963,0.2440,0.0781,-0.5110,-0.1536,-0.1833,-0.1813,0.3221,-0.0257,-0.3705,-0.1128,0.0531,-0.1624,-0.3902,0.0408,-0.1709,0.1193,-0.1590,-0.0187,0.0628,0.3328,0.1765,0.2703,0.2631,-0.2511,0.1538,-0.3569,-0.0877,0.2468,0.1271,-0.1012,0.2425,Truthful
-0.3091,-0.0417,-0.0037,-0.1002,-0.0235,-0.0224,-0.1717,0.1841,-0.0055,-0.2863,0.1671,-0.1982,-0.0159,-0.3372,-0.0506,0.1608,-0.0160,0.1161,0.1058,0.0515,-0.0710,-0.3502,0.2321,-0.1452,-0.3012,0.1632,-0.0905,-0.0209,-0.1651,0.1266,-0.1937,-0.1151,0.3363,-0.0699,0.0258,-0.2514,-0.0951,0.0507,0.1234,0.0186,0.1525,-0.0403,-0.2512,0.0865,-0.1694,0.0459,-0.1974,0.2337,-0.0588,0.0152,Truthful
0.1355,-0.2401,-0.1477,-0.0763,0.2076,0.2321,-0.2304,-0.1151,0.0763,-0.3548,0.2559,0.0386,0.1365,0.1958,0.1906,0.3827,0.1251,0.0851,0.1482,0.0673,-0.1267,-0.0060,-0.0690,-0.1191,0.0235,0.0360,-0.3438,-0.3151,-0.1042,0.0930,-0.3178,-0.2159,0.0121,0.0642,0.3575,-0.0773,0.0001,-0.2180,0.1996,0.2286,0.3931,0.2658,-0.0828,0.2002,-0.3942,-0.1378,0.1725,-0.1848,-0.1742,0.3578,Truthful
-0.0859,0.0899,0.0709,-0.1820,-0.0350,-0.0473,-0.2713,0.2721,0.0188,-0.2555,0.1356,-0.1437,-0.0700,-0.2696,-0.1684,0.2374,0.0079,0.0700,0.1647,-0.0852,-0.0502,-0.3845,0.3394,-0.1538,-0.2171,0.1448,0.0115,-0.1834,-0.2088,0.0334,-0.1590,-0.1030,0.3327,0.0462,0.2422,-0.2413,-0.0230,-0.0297,0.0026,0.0943,0.0461,0.0240,-0.2383,0.1386,-0.0996,0.2032,0.0985,-0.0544,-0.2298,0.0860,Truthful
-0.5423,-0.2162,-0.4929,-0.1521,0.0902,0.2706,-0.2493,0.0233,-0.0298,-0.4210,0.3281,-0.0986,-0.1765,-0.3771,-0.1146,0.3799,0.0847,0.4408,0.3198,-0.3555,-0.3629,-0.4488,0.3626,-0.2760,-0.3072,0.1987,0.0286,0.3021,-0.2579,0.0181,-0.3082,-0.2358,0.4965,-0.0754,-0.4652,-0.3173,-0.0716,-0.2244,0.3374,0.2634,0.1910,-0.1339,-0.3138,0.1667,-0.1357,0.0024,-0.1146,-0.2963,-0.4719,0.0875,Truthful
