@relation mcep_lstm

@attribute HU_1 numeric
@attribute HU_2 numeric
@attribute HU_3 numeric
@attribute HU_4 numeric
@attribute HU_5 numeric
@attribute HU_6 numeric
@attribute HU_7 numeric
@attribute HU_8 numeric
@attribute HU_9 numeric
@attribute HU_10 numeric
@attribute HU_11 numeric
@attribute HU_12 numeric
@attribute HU_13 numeric
@attribute HU_14 numeric
@attribute HU_15 numeric
@attribute HU_16 numeric
@attribute HU_17 numeric
@attribute HU_18 numeric
@attribute HU_19 numeric
@attribute HU_20 numeric
@attribute HU_21 numeric
@attribute HU_22 numeric
@attribute HU_23 numeric
@attribute HU_24 numeric
@attribute HU_25 numeric
@attribute HU_26 numeric
@attribute HU_27 numeric
@attribute HU_28 numeric
@attribute HU_29 numeric
@attribute HU_30 numeric
@attribute HU_31 numeric
@attribute HU_32 numeric
@attribute HU_33 numeric
@attribute HU_34 numeric
@attribute HU_35 numeric
@attribute HU_36 numeric
@attribute HU_37 numeric
@attribute HU_38 numeric
@attribute HU_39 numeric
@attribute HU_40 numeric
@attribute HU_41 numeric
@attribute HU_42 numeric
@attribute HU_43 numeric
@attribute HU_44 numeric
@attribute HU_45 numeric
@attribute HU_46 numeric
@attribute HU_47 numeric
@attribute HU_48 numeric
@attribute HU_49 numeric
@attribute HU_50 numeric
@attribute Class {Deceptive,Truthful}

@data
-0.1005,0.4563,-0.5150,-0.2334,-0.2287,0.7304,0.5170,0.6199,-0.5501,-0.7438,-0.1352,0.2191,0.1323,0.6650,0.5686,-0.6470,0.2530,0.1781,0.1862,-0.1011,-0.8525,-0.0766,0.5031,-0.4595,0.7284,0.6912,0.3954,-0.7927,-0.3123,0.0404,-0.4883,-0.6857,-0.2042,-0.3213,0.2894,-0.0953,0.5969,-0.5487,-0.0796,-0.3458,0.0995,-0.3857,-0.5956,-0.5619,0.6861,-0.3288,-0.1579,0.4495,0.6162,-0.3331,Deceptive
-0.0650,0.3972,-0.4735,0.2641,-0.2736,0.4995,0.5152,0.4439,-0.1812,-0.5469,-0.0858,0.1190,0.0193,0.6418,0.5075,-0.6934,0.4227,0.1903,0.1833,-0.2074,-0.3623,-0.3270,0.3595,-0.5007,0.4380,0.7276,0.3787,-0.7356,-0.6066,0.0841,-0.3731,-0.6488,-0.2502,-0.3113,0.3355,-0.1661,0.3564,-0.4959,0.2499,-0.0902,-0.1860,-0.3870,-0.5341,-0.5858,0.6445,-0.1398,-0.5256,0.4702,0.3301,-0.2609,Deceptive
-0.0446,0.3959,-0.4694,0.1165,-0.1878,0.7083,0.5077,0.6662,-0.6477,-0.6123,-0.0802,0.4194,0.0677,0.2941,0.7410,-0.7836,0.3567,0.1803,0.2694,-0.3511,-0.6213,-0.3799,0.4298,-0.4345,0.3099,0.7392,0.3396,-0.7558,0.1093,0.2316,-0.4368,-0.6159,-0.1776,-0.2469,0.2388,-0.1231,0.4826,-0.2081,-0.0039,-0.5168,-0.1676,-0.5706,-0.5697,-0.5836,0.6823,-0.3236,0.4668,0.5228,0.2096,-0.5699,Deceptive
-0.1223,0.5150,-0.5076,-0.3340,-0.3877,0.7975,0.5172,0.7481,-0.7333,-0.8853,-0.1824,0.1335,0.1743,0.6192,0.5636,-0.8124,0.1961,0.1490,0.1039,-0.0951,-0.8553,-0.1002,0.6098,-0.5454,0.7558,0.7732,0.3915,-0.8077,0.2163,-0.0022,-0.5056,-0.7181,-0.1683,-0.2952,0.2122,-0.0860,0.6396,-0.6042,-0.1814,-0.7947,0.1254,-0.3429,-0.5565,-0.5576,0.7206,-0.3883,-0.6001,0.4094,0.6472,-0.4048,Deceptive
-0.0737,0.5180,-0.4741,-0.2116,-0.3272,0.7420,0.5239,0.6742,-0.6714,-0.7862,-0.1155,0.2461,0.1131,0.4790,0.6356,-0.8282,0.3136,0.1918,0.1600,-0.1665,-0.8450,-0.3105,0.4516,-0.4722,0.7062,0.7280,0.3907,-0.7534,-0.0728,0.0698,-0.4859,-0.6435,-0.2125,-0.3024,0.2680,-0.1510,0.5346,-0.4753,-0.1256,-0.6690,0.0681,-0.5575,-0.5828,-0.5440,0.6792,-0.3520,-0.1870,0.4953,0.3179,-0.5819,Deceptive
-0.0643,0.4061,-0.4437,0.2403,-0.2493,0.7202,0.5429,0.6144,-0.0151,-0.2244,-0.0782,0.2474,0.0725,0.2485,0.5300,0.5656,0.4026,0.2090,0.2577,-0.2834,-0.7538,0.2268,0.4802,-0.4015,0.6395,0.7204,0.3279,-0.7852,-0.0955,0.2785,-0.4763,-0.6948,-0.2030,-0.2622,0.2388,-0.1535,0.4465,-0.1796,0.0555,-0.5304,-0.1188,-0.3007,-0.5286,-0.6100,0.6980,-0.2737,0.4298,0.5206,0.0697,-0.5208,Deceptive
-0.0880,0.5119,-0.4596,0.0571,-0.2767,0.6603,0.5414,0.6047,-0.4833,-0.5841,-0.1411,0.1543,0.1151,0.4549,0.5941,-0.3814,0.3474,0.2047,0.2181,-0.1103,-0.8083,-0.3405,0.4000,-0.4626,0.4383,0.7132,0.3571,-0.7662,0.0457,0.1159,-0.4690,-0.6247,-0.2343,-0.3120,0.2665,-0.1329,0.5023,-0.5595,0.0012,-0.5337,-0.1757,-0.3192,-0.5477,-0.5514,0.6642,-0.2990,-0.0744,0.5109,0.1137,-0.4273,Deceptive
-0.0474,0.4671,-0.4594,0.0326,-0.2358,0.6991,0.4993,0.6271,-0.6797,-0.6048,-0.1011,0.3423,0.0790,0.3543,0.7405,-0.6837,0.3589,0.1829,0.2483,-0.2767,-0.7348,-0.4180,0.4209,-0.4307,0.4752,0.7292,0.3255,-0.7589,-0.3003,0.1549,-0.4400,-0.6241,-0.1772,-0.2494,0.2597,-0.1242,0.5032,-0.3206,0.0595,-0.2994,-0.1016,-0.5779,-0.5972,-0.5861,0.6861,-0.3019,0.4776,0.5327,0.1472,-0.6223,Deceptive
-0.0523,0.3619,-0.4615,-0.1855,-0.2304,0.7066,0.5282,0.6437,-0.5014,-0.6279,-0.0739,0.4295,0.0545,0.1472,0.6767,-0.7576,0.3553,0.2180,0.2664,-0.3374,-0.4671,-0.1123,0.4501,-0.4274,0.5084,0.6763,0.3189,-0.7145,-0.1332,0.1666,-0.4417,-0.5612,-0.2231,-0.2096,0.2621,-0.0675,0.5141,0.0763,-0.0283,-0.4914,0.0130,-0.5896,-0.5790,-0.5184,0.6418,-0.3170,0.3342,0.5706,0.2806,-0.6132,Deceptive
-0.1014,0.4084,-0.4765,-0.3672,-0.3827,0.7419,0.5093,0.6835,-0.5778,-0.7155,-0.0946,0.2359,0.2145,0.5117,0.6109,-0.6986,0.2809,0.1811,0.1708,-0.1743,-0.7971,-0.1463,0.5161,-0.4525,0.7439,0.7155,0.3846,-0.7801,-0.0742,0.0740,-0.4726,-0.6966,-0.1771,-0.2907,0.2400,-0.1065,0.5787,-0.0599,-0.1551,-0.6842,0.1147,-0.4953,-0.5789,-0.5501,0.6595,-0.3368,-0.2777,0.4471,0.5600,-0.3683,Deceptive
-0.0875,0.5199,-0.4578,-0.2028,-0.2456,0.7145,0.5219,0.6327,-0.6871,-0.7325,-0.1483,0.2769,0.0546,0.5166,0.6398,-0.7887,0.3239,0.2069,0.1962,-0.1423,-0.8447,-0.3820,0.4375,-0.4450,0.6750,0.7224,0.3495,-0.7585,-0.1835,0.0755,-0.4700,-0.6256,-0.2154,-0.2806,0.2855,-0.1324,0.5479,-0.5650,-0.0089,-0.4710,0.0430,-0.4774,-0.5850,-0.5440,0.6957,-0.3033,-0.0121,0.5048,0.2976,-0.6398,Deceptive
-0.0261,0.3239,-0.3145,0.7482,-0.0110,0.4529,0.5997,0.3367,0.7328,0.2106,-0.0875,0.4686,-0.3351,-0.5897,0.4671,0.8743,0.5363,0.2554,0.4928,-0.4275,0.4723,0.0406,0.2244,-0.3017,-0.6189,0.6540,0.2431,-0.7786,0.0413,0.5057,-0.3436,-0.5845,-0.2752,-0.2136,0.2538,-0.1877,0.2625,-0.4075,0.3854,-0.1916,-0.6379,-0.1298,-0.2178,-0.5362,0.6486,-0.1863,0.8074,0.6445,-0.5493,-0.4678,Truthful
-0.0145,0.3012,-0.2583,0.8146,-0.0157,0.2326,0.6279,0.2768,0.7449,-0.0079,-0.0811,0.5297,-0.5982,-0.8268,0.7743,-0.6989,0.6385,0.2871,0.4905,-0.4990,0.8093,-0.6304,0.0954,-0.2411,-0.9074,0.6129,0.1972,-0.7310,-0.6404,0.3902,-0.2802,-0.4293,-0.3253,-0.1665,0.2706,-0.3454,0.2099,-0.3395,0.5873,0.5668,-0.7331,-0.5724,-0.3790,-0.4448,0.6268,-0.0616,0.8755,0.7284,-0.8881,-0.6922,Truthful
-0.0123,0.3368,-0.2894,0.7931,-0.0745,0.3161,0.6091,0.3732,0.0600,-0.3048,-0.0703,0.6218,-0.5105,-0.7951,0.8567,-0.8951,0.6361,0.2672,0.4558,-0.5404,0.8145,-0.7469,0.1234,-0.2691,-0.8551,0.6654,0.2169,-0.7135,-0.7009,0.2534,-0.2948,-0.4073,-0.2711,-0.1596,0.2716,-0.2947,0.2462,-0.3046,0.5433,0.5153,-0.6633,-0.7907,-0.5167,-0.4833,0.6229,-0.1339,0.8468,0.7009,-0.8401,-0.7833,Truthful
-0.0245,0.2571,-0.2955,0.6979,-0.0925,0.3777,0.6569,0.3529,0.4323,0.1294,-0.0608,0.6231,-0.4299,-0.6710,0.7635,-0.4561,0.6213,0.2784,0.5214,-0.5104,0.7223,-0.3306,0.1944,-0.2187,-0.6526,0.5906,0.2328,-0.7235,-0.6831,0.3104,-0.3417,-0.4437,-0.3411,-0.1563,0.2573,-0.2393,0.2297,-0.0206,0.4267,0.4234,-0.5922,-0.5803,-0.5079,-0.5243,0.6035,-0.1323,0.7287,0.6920,-0.6384,-0.6852,Truthful
-0.0091,0.3003,-0.2841,0.7908,0.0454,0.2175,0.6150,0.2216,0.7781,0.5652,-0.0820,0.6546,-0.6970,-0.9176,0.7818,-0.3893,0.6925,0.2546,0.6174,-0.5184,0.9122,-0.5041,0.0908,-0.2304,-0.9421,0.6303,0.2071,-0.7238,-0.6850,0.4189,-0.2839,-0.4531,-0.3335,-0.1812,0.2770,-0.3466,0.1744,-0.3049,0.6644,0.8248,-0.7763,-0.6149,-0.0809,-0.4715,0.6332,-0.0285,0.9316,0.7085,-0.9315,-0.7358,Truthful
-0.0232,0.3364,-0.3379,0.7292,-0.0397,0.2825,0.6023,0.2801,0.6053,-0.0533,-0.0850,0.3251,-0.2766,-0.6524,0.6156,-0.1640,0.6491,0.3618,0.4918,-0.3778,0.4892,-0.4541,0.1140,-0.2888,-0.6940,0.5203,0.2854,-0.6480,-0.6159,0.3918,-0.3597,-0.4037,-0.4217,-0.2816,0.3860,-0.3037,0.2496,-0.4071,0.5220,0.2621,-0.5988,-0.3459,-0.5036,-0.4850,0.5690,-0.1577,0.8196,0.6699,-0.7332,-0.5802,Truthful
-0.0396,0.3513,-0.3491,0.7190,-0.0135,0.5243,0.6038,0.4384,0.4907,-0.1180,-0.1103,0.3081,-0.3236,-0.1616,0.6116,0.2501,0.4792,0.2173,0.3836,-0.3725,0.1117,-0.1958,0.2660,-0.3303,-0.2771,0.6819,0.2706,-0.7952,-0.6103,0.3348,-0.3839,-0.6116,-0.2507,-0.1958,0.2402,-0.2521,0.2862,-0.3482,0.3568,0.1682,-0.4754,-0.3487,-0.5133,-0.5472,0.7011,-0.1756,0.6124,0.5993,-0.4098,-0.6445,Truthful
-0.0097,0.2882,-0.2958,0.8001,-0.1092,0.2285,0.6021,0.3012,0.5723,-0.1204,-0.0573,0.5813,-0.5027,-0.8546,0.8148,-0.8750,0.6459,0.2805,0.4684,-0.5249,0.8960,-0.7126,0.1245,-0.2607,-0.9030,0.6235,0.2182,-0.7069,-0.6919,0.3531,-0.2851,-0.4227,-0.3029,-0.1831,0.2959,-0.3081,0.2196,-0.3414,0.5929,0.3972,-0.6785,-0.7095,-0.5213,-0.4702,0.5852,-0.0744,0.8044,0.7069,-0.8683,-0.6982,Truthful
-0.0391,0.3928,-0.3781,0.3750,-0.0309,0.6484,0.5793,0.5860,-0.4997,-0.3901,-0.1268,0.5425,-0.1702,-0.0781,0.7644,-0.6285,0.4663,0.2084,0.3580,-0.3485,-0.5553,-0.3905,0.3374,-0.3249,-0.0941,0.6777,0.2853,-0.7388,-0.4264,0.1467,-0.4095,-0.4975,-0.2841,-0.2153,0.2533,-0.2239,0.4053,-0.0443,0.1290,0.2706,-0.2663,-0.5595,-0.5085,-0.4896,0.6877,-0.2713,0.6401,0.6187,-0.1857,-0.7111,Truthful
-0.0318,0.3121,-0.3213,0.7421,-0.1425,0.4043,0.6194,0.3338,0.6865,0.0148,-0.0581,0.3991,-0.3070,-0.5854,0.5215,0.0720,0.5747,0.2614,0.3964,-0.4453,0.6861,-0.0642,0.2230,-0.2958,-0.3582,0.6213,0.2568,-0.7451,-0.5952,0.3681,-0.3360,-0.5224,-0.3131,-0.1895,0.2622,-0.1915,0.2461,-0.3139,0.4220,0.0452,-0.5401,-0.4617,-0.4949,-0.5446,0.6434,-0.1254,0.4620,0.6252,-0.4718,-0.5238,Truthful
-0.0159,0.3206,-0.2836,0.7981,-0.0222,0.2442,0.6403,0.2730,0.6113,0.2972,-0.0846,0.5402,-0.6138,-0.8824,0.7257,0.5925,0.6448,0.2946,0.6173,-0.4336,0.6106,-0.4227,0.0871,-0.2310,-0.8738,0.5702,0.2352,-0.7421,-0.6252,0.4198,-0.3234,-0.4325,-0.3749,-0.2067,0.3029,-0.3007,0.2132,-0.3578,0.5939,0.6510,-0.7547,-0.4758,-0.4433,-0.4819,0.6348,-0.1158,0.9007,0.7332,-0.9084,-0.6306,Truthful
-0.0140,0.3345,-0.2940,0.7863,-0.0355,0.2812,0.5768,0.3359,0.0637,-0.0327,-0.0810,0.4805,-0.5593,-0.7645,0.8092,-0.8033,0.6276,0.2579,0.5046,-0.4188,0.0909,-0.6762,0.1089,-0.2651,-0.9158,0.6162,0.2220,-0.6997,-0.6546,0.2545,-0.2812,-0.4387,-0.3240,-0.2116,0.2958,-0.3028,0.2637,-0.3970,0.5688,0.7384,-0.6887,-0.5879,-0.5184,-0.4636,0.6249,-0.0908,0.9039,0.7148,-0.8544,-0.6219,Truthful
-0.0154,0.2529,-0.2929,0.7765,-0.0614,0.2751,0.6183,0.2993,0.7150,0.0830,-0.0457,0.5643,-0.5315,-0.7321,0.7865,-0.6893,0.6358,0.2624,0.5164,-0.5213,0.7502,-0.4485,0.1558,-0.2443,-0.8600,0.6179,0.2293,-0.7294,-0.6812,0.3522,-0.2730,-0.4608,-0.3234,-0.1449,0.2442,-0.2639,0.2099,-0.2719,0.5572,0.5539,-0.6750,-0.6118,-0.4134,-0.5069,0.6223,-0.0609,0.7472,0.6904,-0.7479,-0.5059,Truthful
-0.0258,0.3478,-0.3493,0.5272,-0.2391,0.4661,0.6089,0.4714,-0.2428,-0.5588,-0.0677,0.4880,-0.2397,-0.4205,0.7877,-0.8844,0.5249,0.2225,0.3432,-0.4719,0.6822,-0.6074,0.2338,-0.3188,-0.3575,0.6673,0.2534,-0.7365,-0.6265,0.1892,-0.3457,-0.4754,-0.2514,-0.1803,0.2309,-0.2027,0.3333,-0.3131,0.3043,-0.2306,-0.4463,-0.7263,-0.5229,-0.5199,0.6193,-0.1709,0.3199,0.6230,-0.4548,-0.6849,Truthful
-0.0233,0.4055,-0.3347,0.7693,-0.0034,0.3339,0.5322,0.3418,0.1793,-0.5502,-0.1055,0.3695,-0.4356,-0.1718,0.7628,-0.8663,0.5586,0.2282,0.3653,-0.3568,0.0059,-0.7687,0.1559,-0.3598,-0.8596,0.7040,0.2645,-0.7163,-0.6782,0.1475,-0.2786,-0.5182,-0.2966,-0.1928,0.2748,-0.2804,0.2973,-0.4314,0.5262,0.4974,-0.6391,-0.4697,-0.4859,-0.5195,0.6545,-0.0474,0.5680,0.6350,-0.6327,-0.6551,Truthful
-0.0183,0.3279,-0.3152,0.7676,-0.0349,0.4287,0.5861,0.3122,0.7371,0.1916,-0.0621,0.4464,-0.3992,-0.6284,0.6262,0.6126,0.5647,0.2342,0.4971,-0.4562,0.4710,-0.0700,0.2071,-0.3102,-0.5893,0.6660,0.2484,-0.7620,-0.5227,0.4950,-0.3261,-0.5601,-0.2667,-0.1937,0.2800,-0.2095,0.2371,-0.3686,0.4742,0.3019,-0.6297,-0.3162,-0.3860,-0.5602,0.6783,-0.1679,0.8317,0.6554,-0.6346,-0.5967,Truthful
-0.0214,0.3466,-0.3029,0.8113,-0.0172,0.3223,0.5962,0.3209,0.6269,-0.0925,-0.0834,0.3515,-0.4956,-0.6285,0.7412,-0.4878,0.6191,0.3020,0.5034,-0.4202,0.0999,-0.6238,0.1119,-0.2468,-0.8153,0.6165,0.2137,-0.7267,-0.6348,0.3672,-0.3190,-0.4849,-0.3182,-0.2131,0.2940,-0.2572,0.2438,-0.4073,0.5353,0.5241,-0.6606,-0.4787,-0.3824,-0.4825,0.6342,-0.1177,0.8580,0.6853,-0.8385,-0.6735,Truthful
-0.0504,0.2345,-0.3886,0.4559,-0.1048,0.5679,0.5981,0.5042,0.4005,0.0489,-0.0592,0.3406,-0.0971,-0.1587,0.6116,0.4235,0.4638,0.2277,0.3778,-0.3713,-0.0753,0.1157,0.3444,-0.2992,0.0241,0.6393,0.2602,-0.7579,-0.5089,0.2981,-0.3752,-0.5952,-0.2541,-0.2067,0.2401,-0.1412,0.3202,0.0113,0.1849,0.0817,-0.2481,-0.3852,-0.5061,-0.5071,0.6406,-0.2232,0.6198,0.5942,-0.2762,-0.4292,Truthful
-0.0161,0.3011,-0.2836,0.7910,-0.0378,0.3765,0.6462,0.3103,0.8032,0.1596,-0.0673,0.4598,-0.4662,-0.7725,0.5456,0.4724,0.6098,0.2314,0.4780,-0.4660,0.8641,-0.1419,0.1772,-0.2791,-0.7274,0.6342,0.2273,-0.7432,-0.6053,0.5070,-0.2972,-0.4926,-0.2993,-0.1979,0.2884,-0.2707,0.1999,-0.3230,0.5028,0.2549,-0.6650,-0.4489,-0.4683,-0.5341,0.6506,-0.1689,0.8279,0.6985,-0.7484,-0.6556,Truthful
-0.0260,0.2753,-0.3097,0.4404,-0.2055,0.4676,0.6513,0.4523,0.1998,-0.2065,-0.0445,0.4901,-0.2109,-0.5017,0.7295,-0.8474,0.5564,0.2494,0.3668,-0.4985,0.7817,-0.4520,0.2421,-0.2987,-0.2079,0.6450,0.2509,-0.6860,-0.6616,0.2776,-0.3427,-0.4693,-0.2963,-0.1496,0.2132,-0.2634,0.2528,0.0521,0.2182,-0.4272,-0.4186,-0.7387,-0.4874,-0.4748,0.5820,-0.1554,0.2429,0.6361,-0.4713,-0.7316,Truthful
-0.0163,0.4076,-0.2993,0.7911,-0.0507,0.3468,0.5729,0.3891,-0.5812,-0.5958,-0.1065,0.5239,-0.5136,-0.7602,0.8623,-0.9214,0.6166,0.2934,0.4239,-0.4325,0.0562,-0.8624,0.1019,-0.2828,-0.9231,0.6241,0.2278,-0.6934,-0.5813,0.1500,-0.3320,-0.3796,-0.3044,-0.1949,0.2938,-0.2897,0.3519,-0.3475,0.5697,0.5236,-0.6493,-0.7336,-0.5474,-0.4699,0.6307,-0.1635,0.8832,0.7147,-0.8972,-0.7800,Truthful
